Date,Close,High,Low,Open,Volume,ticker
2023-05-02,75.09009552001953,75.68659250598724,74.26868677684183,75.03142613140045,2554000,CEG
2023-05-03,74.81626892089844,75.882135563971,74.46423779132412,75.49098903549961,1607000,CEG
2023-05-04,76.85023498535156,78.59083706141266,73.25170699125098,75.27588271818315,3830400,CEG
2023-05-05,77.73030090332031,78.66904816345809,76.54708797771436,77.36849649314745,2359300,CEG
2023-05-08,76.96757507324219,78.082337995702,76.3515242351988,77.97477249787688,2360100,CEG
2023-05-09,77.20226287841797,77.34894378634327,76.08749991498718,76.25374225623631,3158300,CEG
2023-05-10,77.69609069824219,78.3463703566215,77.00180900430739,78.08234322228648,1629400,CEG
2023-05-11,77.6440658569336,78.06604476055557,76.78047694510853,77.1141383393335,2497400,CEG
2023-05-12,78.3604507446289,78.89037830820862,77.38892062160276,77.9679109767469,1991000,CEG
2023-05-15,78.7726058959961,79.577308966839,77.70294281460173,79.1258909014464,2048300,CEG
2023-05-16,77.52631378173828,78.69411761304835,76.86881393010734,78.69411761304835,3709100,CEG
2023-05-17,78.89038848876953,79.12590938506266,77.24172724056912,77.61463595028941,2329500,CEG
2023-05-18,79.88154602050781,79.95023992393169,78.07782754990835,78.77262052471298,2849300,CEG
2023-05-19,80.7647476196289,81.68230337958802,80.0091072985437,80.20538091502755,2444800,CEG
2023-05-22,81.97181701660156,82.39379602831069,80.77457389095825,81.18674483493723,1908300,CEG
2023-05-23,82.47230529785156,82.98260184037464,81.61362768779114,81.80498982712163,2232200,CEG
2023-05-24,81.75589752197266,82.79612892350377,81.01008027507572,82.47228308660051,2430300,CEG
2023-05-25,81.20635223388672,81.64795477990641,80.37220993192003,81.64795477990641,1863100,CEG
2023-05-26,82.28582763671875,82.3839606999889,80.77455450372541,81.40261509314176,2267100,CEG
2023-05-30,82.13862609863281,83.45853716670435,81.58417090982086,82.29564499296492,2198200,CEG
2023-05-31,82.45265197753906,82.97277142181072,80.91193972314424,81.97179474181742,5214700,CEG
2023-06-01,87.22200775146484,87.49875246456101,83.2083072191638,83.29172070964358,3646900,CEG
2023-06-02,85.9070053100586,87.38883944506763,85.64203777264193,87.0061152128646,3225600,CEG
2023-06-05,85.8775634765625,87.15330838203569,85.55371760178281,86.18177824477003,1819000,CEG
2023-06-06,87.87950897216797,88.21316291083835,85.51446228060182,85.51446228060182,2311500,CEG
2023-06-07,89.11600494384766,89.18469884669682,87.46734378839382,87.8795146925627,2452100,CEG
2023-06-08,90.57820892333984,90.74307427821016,89.36133489395417,89.78331383427414,3075700,CEG
2023-06-09,91.54973602294922,92.02077773928637,90.37211675796016,90.57820593181489,2530100,CEG
2023-06-12,92.00115966796875,92.26611971350015,91.14738621090353,91.265150390625,1720700,CEG
