Date,Close,High,Low,Open,Volume,ticker
2023-05-02,48.04999923706055,49.31999969482422,47.84000015258789,49.06999969482422,750900,CRSP
2023-05-03,49.189998626708984,50.0,47.599998474121094,48.16999816894531,1088000,CRSP
2023-05-04,53.119998931884766,53.849998474121094,48.63999938964844,48.689998626708984,1666800,CRSP
2023-05-05,55.790000915527344,57.88999938964844,53.8849983215332,54.119998931884766,1872700,CRSP
2023-05-08,55.959999084472656,56.20000076293945,54.029998779296875,55.939998626708984,998000,CRSP
2023-05-09,63.41999816894531,64.25,55.720001220703125,56.470001220703125,3428600,CRSP
2023-05-10,67.7699966430664,71.19999694824219,63.63999938964844,64.4800033569336,4342300,CRSP
2023-05-11,66.01000213623047,68.80999755859375,65.12000274658203,68.0,2010100,CRSP
2023-05-12,63.900001525878906,67.08000183105469,63.52000045776367,66.33999633789062,1898400,CRSP
2023-05-15,65.94999694824219,68.95999908447266,63.849998474121094,64.12000274658203,1666600,CRSP
2023-05-16,61.70000076293945,65.0,61.10200119018555,65.0,1746400,CRSP
2023-05-17,64.41000366210938,64.69999694824219,60.68000030517578,62.06999969482422,1177000,CRSP
2023-05-18,63.45000076293945,64.97000122070312,62.380001068115234,64.2300033569336,1051000,CRSP
2023-05-19,62.130001068115234,65.25,61.58000183105469,63.849998474121094,1002500,CRSP
2023-05-22,65.80000305175781,66.4000015258789,62.220001220703125,62.86000061035156,1208400,CRSP
2023-05-23,67.19999694824219,72.0,65.56999969482422,65.72000122070312,2014000,CRSP
2023-05-24,65.87999725341797,66.75,64.30000305175781,66.3499984741211,1187000,CRSP
2023-05-25,63.849998474121094,66.4990005493164,62.15999984741211,66.26000213623047,997400,CRSP
2023-05-26,64.66000366210938,65.5,62.900001525878906,63.779998779296875,1015800,CRSP
2023-05-30,64.62999725341797,66.97000122070312,62.75,65.0,990900,CRSP
2023-05-31,64.04000091552734,67.26000213623047,63.02000045776367,65.1500015258789,1324400,CRSP
2023-06-01,64.5199966430664,65.5999984741211,62.834999084472656,64.05999755859375,1260500,CRSP
2023-06-02,65.0,65.91999816894531,63.380001068115234,65.37000274658203,987600,CRSP
2023-06-05,63.040000915527344,65.5,62.95000076293945,65.22000122070312,1070000,CRSP
2023-06-06,64.58000183105469,65.68800354003906,61.65999984741211,63.040000915527344,1514400,CRSP
2023-06-07,62.779998779296875,65.27999877929688,60.33000183105469,64.52999877929688,1460600,CRSP
2023-06-08,62.59000015258789,63.70000076293945,61.0099983215332,62.5,1040500,CRSP
2023-06-09,61.2400016784668,68.26000213623047,60.68000030517578,67.91000366210938,2739500,CRSP
2023-06-12,59.900001525878906,63.20899963378906,59.43000030517578,61.79999923706055,1902700,CRSP
2023-06-13,60.790000915527344,61.599998474121094,59.20000076293945,60.0,1485300,CRSP
2023-06-14,58.959999084472656,61.428001403808594,58.45000076293945,61.310001373291016,1543700,CRSP
